Year,Center_Name,Pathogen,Antibiotic,Total_Isolates,Resistant_Isolates,Resistance_Percentage
2022,"IPGMER, Kolkata",Staphylococcus aureus,Ciprofloxacin,414,136,33.0
2022,"IPGMER, Kolkata",Staphylococcus aureus,Erythromycin,414,169,40.9
2022,"IPGMER, Kolkata",Staphylococcus aureus,Clindamycin,414,144,35.0
2022,"IPGMER, Kolkata",Staphylococcus aureus,Vancomycin,414,149,36.2
2022,"IPGMER, Kolkata",Staphylococcus aureus,Linezolid,414,154,37.4
2022,"IPGMER, Kolkata",Acinetobacter baumannii,Imipenem,335,148,44.2
2022,"IPGMER, Kolkata",Acinetobacter baumannii,Meropenem,335,155,46.3
2022,"IPGMER, Kolkata",Acinetobacter baumannii,Ceftriaxone,335,215,64.3
2022,"IPGMER, Kolkata",Acinetobacter baumannii,Ciprofloxacin,335,154,46.0
2022,"IPGMER, Kolkata",Acinetobacter baumannii,Amikacin,335,143,42.9
2022,"IPGMER, Kolkata",Acinetobacter baumannii,Colistin,335,14,4.2
2022,"IPGMER, Kolkata",Pseudomonas aeruginosa,Imipenem,321,66,20.6
2022,"IPGMER, Kolkata",Pseudomonas aeruginosa,Meropenem,321,53,16.7
2022,"IPGMER, Kolkata",Pseudomonas aeruginosa,Ceftriaxone,321,85,26.6
2022,"IPGMER, Kolkata",Pseudomonas aeruginosa,Ciprofloxacin,321,54,16.9
2022,"IPGMER, Kolkata",Pseudomonas aeruginosa,Amikacin,321,55,17.4
2022,"IPGMER, Kolkata",Pseudomonas aeruginosa,Colistin,321,5,1.7
2022,"SMS Hospital, Jaipur",Escherichia coli,Imipenem,257,48,18.9
2022,"SMS Hospital, Jaipur",Escherichia coli,Meropenem,257,58,22.7
2022,"SMS Hospital, Jaipur",Escherichia coli,Ceftriaxone,257,85,33.3
2022,"SMS Hospital, Jaipur",Escherichia coli,Ciprofloxacin,257,62,24.4
2022,"SMS Hospital, Jaipur",Escherichia coli,Amikacin,257,63,24.8
2022,"SMS Hospital, Jaipur",Escherichia coli,Colistin,257,7,2.9
2022,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Imipenem,317,201,63.4
2022,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Meropenem,317,208,65.8
2022,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Ceftriaxone,317,306,96.7
2022,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Ciprofloxacin,317,218,68.9
2022,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Amikacin,317,203,64.2
2022,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Colistin,317,18,5.9
2022,"SMS Hospital, Jaipur",Staphylococcus aureus,Penicillin,591,317,53.7
2022,"SMS Hospital, Jaipur",Staphylococcus aureus,Ciprofloxacin,591,270,45.7
2022,"SMS Hospital, Jaipur",Staphylococcus aureus,Erythromycin,591,235,39.8
2022,"SMS Hospital, Jaipur",Staphylococcus aureus,Clindamycin,591,322,54.5
2022,"SMS Hospital, Jaipur",Staphylococcus aureus,Vancomycin,591,280,47.5
2022,"SMS Hospital, Jaipur",Staphylococcus aureus,Linezolid,591,318,53.9
2022,"SMS Hospital, Jaipur",Acinetobacter baumannii,Imipenem,369,218,59.3
2022,"SMS Hospital, Jaipur",Acinetobacter baumannii,Meropenem,369,220,59.7
2022,"SMS Hospital, Jaipur",Acinetobacter baumannii,Ceftriaxone,369,340,92.3
2022,"SMS Hospital, Jaipur",Acinetobacter baumannii,Ciprofloxacin,369,228,61.8
2022,"SMS Hospital, Jaipur",Acinetobacter baumannii,Amikacin,369,254,69.1
2022,"SMS Hospital, Jaipur",Acinetobacter baumannii,Colistin,369,22,6.2
2022,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Imipenem,630,144,22.9
2022,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Meropenem,630,160,25.5
2022,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Ceftriaxone,630,202,32.2
2022,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Ciprofloxacin,630,149,23.7
2022,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Amikacin,630,153,24.3
2022,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Colistin,630,15,2.5
2022,"RIMS, Ranchi",Escherichia coli,Imipenem,715,83,11.7
2022,"RIMS, Ranchi",Escherichia coli,Meropenem,715,125,17.5
2022,"RIMS, Ranchi",Escherichia coli,Ceftriaxone,715,183,25.6
2022,"RIMS, Ranchi",Escherichia coli,Ciprofloxacin,715,140,19.6
2022,"RIMS, Ranchi",Escherichia coli,Amikacin,715,121,17.0
2022,"RIMS, Ranchi",Escherichia coli,Colistin,715,16,2.3
2022,"RIMS, Ranchi",Klebsiella pneumoniae,Imipenem,445,212,47.7
2022,"RIMS, Ranchi",Klebsiella pneumoniae,Meropenem,445,224,50.5
2022,"RIMS, Ranchi",Klebsiella pneumoniae,Ceftriaxone,445,306,68.9
2022,"RIMS, Ranchi",Klebsiella pneumoniae,Ciprofloxacin,445,201,45.2
2022,"RIMS, Ranchi",Klebsiella pneumoniae,Amikacin,445,232,52.2
2022,"RIMS, Ranchi",Klebsiella pneumoniae,Colistin,445,22,5.1
2022,"RIMS, Ranchi",Staphylococcus aureus,Penicillin,524,193,36.9
2022,"RIMS, Ranchi",Staphylococcus aureus,Ciprofloxacin,524,180,34.4
2022,"RIMS, Ranchi",Staphylococcus aureus,Erythromycin,524,150,28.7
2022,"RIMS, Ranchi",Staphylococcus aureus,Clindamycin,524,225,43.1
2022,"RIMS, Ranchi",Staphylococcus aureus,Vancomycin,524,183,35.1
2022,"RIMS, Ranchi",Staphylococcus aureus,Linezolid,524,198,37.9
2022,"RIMS, Ranchi",Acinetobacter baumannii,Imipenem,506,249,49.4
2022,"RIMS, Ranchi",Acinetobacter baumannii,Meropenem,506,242,47.9
2022,"RIMS, Ranchi",Acinetobacter baumannii,Ceftriaxone,506,382,75.7
2022,"RIMS, Ranchi",Acinetobacter baumannii,Ciprofloxacin,506,224,44.4
2022,"RIMS, Ranchi",Acinetobacter baumannii,Amikacin,506,230,45.6
2022,"RIMS, Ranchi",Acinetobacter baumannii,Colistin,506,21,4.3
2022,"RIMS, Ranchi",Pseudomonas aeruginosa,Imipenem,402,75,18.7
2022,"RIMS, Ranchi",Pseudomonas aeruginosa,Meropenem,402,62,15.5
2022,"RIMS, Ranchi",Pseudomonas aeruginosa,Ceftriaxone,402,113,28.3
2022,"RIMS, Ranchi",Pseudomonas aeruginosa,Ciprofloxacin,402,57,14.3
2022,"RIMS, Ranchi",Pseudomonas aeruginosa,Amikacin,402,89,22.2
2022,"RIMS, Ranchi",Pseudomonas aeruginosa,Colistin,402,6,1.6
2022,"GMCH, Guwahati",Escherichia coli,Imipenem,353,56,16.0
2022,"GMCH, Guwahati",Escherichia coli,Meropenem,353,66,18.9
2022,"GMCH, Guwahati",Escherichia coli,Ceftriaxone,353,102,29.0
2022,"GMCH, Guwahati",Escherichia coli,Ciprofloxacin,353,61,17.5
2022,"GMCH, Guwahati",Escherichia coli,Amikacin,353,76,21.7
2022,"GMCH, Guwahati",Escherichia coli,Colistin,353,6,1.7
2022,"GMCH, Guwahati",Klebsiella pneumoniae,Imipenem,378,161,42.6
2022,"GMCH, Guwahati",Klebsiella pneumoniae,Meropenem,378,156,41.4
2022,"GMCH, Guwahati",Klebsiella pneumoniae,Ceftriaxone,378,252,66.8
2022,"GMCH, Guwahati",Klebsiella pneumoniae,Ciprofloxacin,378,152,40.3
2022,"GMCH, Guwahati",Klebsiella pneumoniae,Amikacin,378,160,42.5
2022,"GMCH, Guwahati",Klebsiella pneumoniae,Colistin,378,14,4.0
2022,"GMCH, Guwahati",Staphylococcus aureus,Penicillin,626,223,35.6
2022,"GMCH, Guwahati",Staphylococcus aureus,Ciprofloxacin,626,226,36.2
2022,"GMCH, Guwahati",Staphylococcus aureus,Erythromycin,626,236,37.9
2022,"GMCH, Guwahati",Staphylococcus aureus,Clindamycin,626,252,40.3
2022,"GMCH, Guwahati",Staphylococcus aureus,Vancomycin,626,244,39.1
2022,"GMCH, Guwahati",Staphylococcus aureus,Linezolid,626,211,33.8
2022,"GMCH, Guwahati",Acinetobacter baumannii,Imipenem,809,344,42.6
2022,"GMCH, Guwahati",Acinetobacter baumannii,Meropenem,809,343,42.4
2022,"GMCH, Guwahati",Acinetobacter baumannii,Ceftriaxone,809,531,65.6
2022,"GMCH, Guwahati",Acinetobacter baumannii,Ciprofloxacin,809,280,34.6
2022,"GMCH, Guwahati",Acinetobacter baumannii,Amikacin,809,308,38.2
2022,"GMCH, Guwahati",Acinetobacter baumannii,Colistin,809,41,5.1
2022,"GMCH, Guwahati",Pseudomonas aeruginosa,Imipenem,595,116,19.5
2022,"GMCH, Guwahati",Pseudomonas aeruginosa,Meropenem,595,96,16.2
2022,"GMCH, Guwahati",Pseudomonas aeruginosa,Ceftriaxone,595,161,27.1
2022,"GMCH, Guwahati",Pseudomonas aeruginosa,Ciprofloxacin,595,117,19.7
2022,"GMCH, Guwahati",Pseudomonas aeruginosa,Amikacin,595,96,16.2
2022,"GMCH, Guwahati",Pseudomonas aeruginosa,Colistin,595,10,1.8
2023,"AIIMS, New Delhi",Escherichia coli,Imipenem,415,92,22.2
2023,"AIIMS, New Delhi",Escherichia coli,Meropenem,415,85,20.6
2023,"AIIMS, New Delhi",Escherichia coli,Ceftriaxone,415,139,33.7
2023,"AIIMS, New Delhi",Escherichia coli,Ciprofloxacin,415,88,21.4
2023,"AIIMS, New Delhi",Escherichia coli,Amikacin,415,116,28.0
2023,"AIIMS, New Delhi",Escherichia coli,Colistin,415,10,2.6
2023,"AIIMS, New Delhi",Klebsiella pneumoniae,Imipenem,810,443,54.8
2023,"AIIMS, New Delhi",Klebsiella pneumoniae,Meropenem,810,485,60.0
2023,"AIIMS, New Delhi",Klebsiella pneumoniae,Ceftriaxone,810,793,98.0
2023,"AIIMS, New Delhi",Klebsiella pneumoniae,Ciprofloxacin,810,535,66.1
2023,"AIIMS, New Delhi",Klebsiella pneumoniae,Amikacin,810,464,57.4
2023,"AIIMS, New Delhi",Klebsiella pneumoniae,Colistin,810,56,6.9
2023,"AIIMS, New Delhi",Staphylococcus aureus,Penicillin,332,145,43.8
2023,"AIIMS, New Delhi",Staphylococcus aureus,Ciprofloxacin,332,137,41.4
2023,"AIIMS, New Delhi",Staphylococcus aureus,Erythromycin,332,174,52.4
2023,"AIIMS, New Delhi",Staphylococcus aureus,Clindamycin,332,189,57.2
2023,"AIIMS, New Delhi",Staphylococcus aureus,Vancomycin,332,137,41.3
2023,"AIIMS, New Delhi",Staphylococcus aureus,Linezolid,332,168,50.7
2023,"AIIMS, New Delhi",Acinetobacter baumannii,Imipenem,314,179,57.3
2023,"AIIMS, New Delhi",Acinetobacter baumannii,Meropenem,314,176,56.2
2023,"AIIMS, New Delhi",Acinetobacter baumannii,Ceftriaxone,314,271,86.6
2023,"AIIMS, New Delhi",Acinetobacter baumannii,Ciprofloxacin,314,180,57.5
2023,"AIIMS, New Delhi",Acinetobacter baumannii,Amikacin,314,172,55.0
2023,"AIIMS, New Delhi",Acinetobacter baumannii,Colistin,314,17,5.7
2023,"AIIMS, New Delhi",Pseudomonas aeruginosa,Imipenem,887,213,24.1
2023,"AIIMS, New Delhi",Pseudomonas aeruginosa,Meropenem,887,195,22.0
2023,"AIIMS, New Delhi",Pseudomonas aeruginosa,Ceftriaxone,887,327,37.0
2023,"AIIMS, New Delhi",Pseudomonas aeruginosa,Ciprofloxacin,887,211,23.9
2023,"AIIMS, New Delhi",Pseudomonas aeruginosa,Amikacin,887,207,23.4
2023,"AIIMS, New Delhi",Pseudomonas aeruginosa,Colistin,887,19,2.2
2023,"CMC, Vellore",Escherichia coli,Imipenem,846,179,21.2
2023,"CMC, Vellore",Escherichia coli,Meropenem,846,151,17.9
2023,"CMC, Vellore",Escherichia coli,Ceftriaxone,846,241,28.5
2023,"CMC, Vellore",Escherichia coli,Ciprofloxacin,846,164,19.5
2023,"CMC, Vellore",Escherichia coli,Amikacin,846,125,14.9
2023,"CMC, Vellore",Escherichia coli,Colistin,846,19,2.3
2023,"CMC, Vellore",Klebsiella pneumoniae,Imipenem,792,323,40.9
2023,"CMC, Vellore",Klebsiella pneumoniae,Meropenem,792,379,47.9
2023,"CMC, Vellore",Klebsiella pneumoniae,Ceftriaxone,792,546,69.0
2023,"CMC, Vellore",Klebsiella pneumoniae,Ciprofloxacin,792,417,52.7
2023,"CMC, Vellore",Klebsiella pneumoniae,Amikacin,792,391,49.4
2023,"CMC, Vellore",Klebsiella pneumoniae,Colistin,792,38,4.8
2023,"CMC, Vellore",Staphylococcus aureus,Penicillin,284,110,38.8
2023,"CMC, Vellore",Staphylococcus aureus,Ciprofloxacin,284,102,36.0
2023,"CMC, Vellore",Staphylococcus aureus,Erythromycin,284,111,39.2
2023,"CMC, Vellore",Staphylococcus aureus,Clindamycin,284,85,29.9
2023,"CMC, Vellore",Staphylococcus aureus,Vancomycin,284,94,33.3
2023,"CMC, Vellore",Staphylococcus aureus,Linezolid,284,80,28.3
2023,"CMC, Vellore",Acinetobacter baumannii,Imipenem,596,230,38.7
2023,"CMC, Vellore",Acinetobacter baumannii,Meropenem,596,274,46.0
2023,"CMC, Vellore",Acinetobacter baumannii,Ceftriaxone,596,378,63.6
2023,"CMC, Vellore",Acinetobacter baumannii,Ciprofloxacin,596,275,46.2
2023,"CMC, Vellore",Acinetobacter baumannii,Amikacin,596,266,44.7
2023,"CMC, Vellore",Acinetobacter baumannii,Colistin,596,24,4.0
2023,"CMC, Vellore",Pseudomonas aeruginosa,Imipenem,635,111,17.6
2023,"CMC, Vellore",Pseudomonas aeruginosa,Meropenem,635,116,18.3
2023,"CMC, Vellore",Pseudomonas aeruginosa,Ceftriaxone,635,179,28.2
2023,"CMC, Vellore",Pseudomonas aeruginosa,Ciprofloxacin,635,121,19.2
2023,"CMC, Vellore",Pseudomonas aeruginosa,Amikacin,635,122,19.2
2023,"CMC, Vellore",Pseudomonas aeruginosa,Colistin,635,11,1.8
2023,"PGIMER, Chandigarh",Escherichia coli,Imipenem,268,68,25.6
2023,"PGIMER, Chandigarh",Escherichia coli,Meropenem,268,63,23.5
2023,"PGIMER, Chandigarh",Escherichia coli,Ceftriaxone,268,102,38.1
2023,"PGIMER, Chandigarh",Escherichia coli,Ciprofloxacin,268,67,25.2
2023,"PGIMER, Chandigarh",Escherichia coli,Amikacin,268,69,25.8
2023,"PGIMER, Chandigarh",Escherichia coli,Colistin,268,6,2.6
2023,"PGIMER, Chandigarh",Klebsiella pneumoniae,Imipenem,576,325,56.6
2023,"PGIMER, Chandigarh",Klebsiella pneumoniae,Meropenem,576,322,55.9
2023,"PGIMER, Chandigarh",Klebsiella pneumoniae,Ceftriaxone,576,556,96.7
2023,"PGIMER, Chandigarh",Klebsiella pneumoniae,Ciprofloxacin,576,354,61.5
2023,"PGIMER, Chandigarh",Klebsiella pneumoniae,Amikacin,576,373,64.9
2023,"PGIMER, Chandigarh",Klebsiella pneumoniae,Colistin,576,28,5.0
2023,"PGIMER, Chandigarh",Staphylococcus aureus,Penicillin,506,285,56.5
2023,"PGIMER, Chandigarh",Staphylococcus aureus,Ciprofloxacin,506,233,46.1
2023,"PGIMER, Chandigarh",Staphylococcus aureus,Erythromycin,506,248,49.2
2023,"PGIMER, Chandigarh",Staphylococcus aureus,Clindamycin,506,262,51.9
2023,"PGIMER, Chandigarh",Staphylococcus aureus,Vancomycin,506,186,36.8
2023,"PGIMER, Chandigarh",Staphylococcus aureus,Linezolid,506,279,55.3
2023,"PGIMER, Chandigarh",Acinetobacter baumannii,Imipenem,453,238,52.7
2023,"PGIMER, Chandigarh",Acinetobacter baumannii,Meropenem,453,227,50.3
2023,"PGIMER, Chandigarh",Acinetobacter baumannii,Ceftriaxone,453,377,83.3
2023,"PGIMER, Chandigarh",Acinetobacter baumannii,Ciprofloxacin,453,273,60.3
2023,"PGIMER, Chandigarh",Acinetobacter baumannii,Amikacin,453,278,61.5
2023,"PGIMER, Chandigarh",Acinetobacter baumannii,Colistin,453,23,5.1
2023,"PGIMER, Chandigarh",Pseudomonas aeruginosa,Imipenem,380,102,26.9
2023,"PGIMER, Chandigarh",Pseudomonas aeruginosa,Meropenem,380,83,21.9
2023,"PGIMER, Chandigarh",Pseudomonas aeruginosa,Ceftriaxone,380,124,32.8
2023,"PGIMER, Chandigarh",Pseudomonas aeruginosa,Ciprofloxacin,380,95,25.2
2023,"PGIMER, Chandigarh",Pseudomonas aeruginosa,Amikacin,380,91,24.0
2023,"PGIMER, Chandigarh",Pseudomonas aeruginosa,Colistin,380,10,2.7
2023,"JIPMER, Puducherry",Escherichia coli,Imipenem,359,61,17.1
2023,"JIPMER, Puducherry",Escherichia coli,Meropenem,359,67,18.7
2023,"JIPMER, Puducherry",Escherichia coli,Ceftriaxone,359,86,24.1
2023,"JIPMER, Puducherry",Escherichia coli,Ciprofloxacin,359,59,16.5
2023,"JIPMER, Puducherry",Escherichia coli,Amikacin,359,74,20.7
2023,"JIPMER, Puducherry",Escherichia coli,Colistin,359,6,1.9
2023,"JIPMER, Puducherry",Klebsiella pneumoniae,Imipenem,354,175,49.7
2023,"JIPMER, Puducherry",Klebsiella pneumoniae,Meropenem,354,151,42.7
2023,"JIPMER, Puducherry",Klebsiella pneumoniae,Ceftriaxone,354,232,65.7
2023,"JIPMER, Puducherry",Klebsiella pneumoniae,Ciprofloxacin,354,143,40.6
2023,"JIPMER, Puducherry",Klebsiella pneumoniae,Amikacin,354,152,43.0
2023,"JIPMER, Puducherry",Klebsiella pneumoniae,Colistin,354,16,4.7
2023,"JIPMER, Puducherry",Staphylococcus aureus,Penicillin,164,64,39.5
2023,"JIPMER, Puducherry",Staphylococcus aureus,Ciprofloxacin,164,64,39.5
2023,"JIPMER, Puducherry",Staphylococcus aureus,Erythromycin,164,67,41.0
2023,"JIPMER, Puducherry",Staphylococcus aureus,Clindamycin,164,64,39.6
2023,"JIPMER, Puducherry",Staphylococcus aureus,Vancomycin,164,49,30.1
2023,"JIPMER, Puducherry",Staphylococcus aureus,Linezolid,164,60,37.0
2023,"JIPMER, Puducherry",Acinetobacter baumannii,Imipenem,199,73,37.0
2023,"JIPMER, Puducherry",Acinetobacter baumannii,Meropenem,199,102,51.7
2023,"JIPMER, Puducherry",Acinetobacter baumannii,Ceftriaxone,199,143,71.9
2023,"JIPMER, Puducherry",Acinetobacter baumannii,Ciprofloxacin,199,89,44.7
2023,"JIPMER, Puducherry",Acinetobacter baumannii,Amikacin,199,92,46.3
2023,"JIPMER, Puducherry",Acinetobacter baumannii,Colistin,199,7,4.0
2023,"JIPMER, Puducherry",Pseudomonas aeruginosa,Imipenem,245,43,17.6
2023,"JIPMER, Puducherry",Pseudomonas aeruginosa,Meropenem,245,44,18.1
2023,"JIPMER, Puducherry",Pseudomonas aeruginosa,Ceftriaxone,245,77,31.8
2023,"JIPMER, Puducherry",Pseudomonas aeruginosa,Ciprofloxacin,245,46,19.1
2023,"JIPMER, Puducherry",Pseudomonas aeruginosa,Amikacin,245,45,18.4
2023,"JIPMER, Puducherry",Pseudomonas aeruginosa,Colistin,245,4,1.9
2023,"Apollo Hospital, Chennai",Escherichia coli,Imipenem,234,39,16.9
2023,"Apollo Hospital, Chennai",Escherichia coli,Meropenem,234,40,17.1
2023,"Apollo Hospital, Chennai",Escherichia coli,Ceftriaxone,234,65,28.1
2023,"Apollo Hospital, Chennai",Escherichia coli,Ciprofloxacin,234,40,17.3
2023,"Apollo Hospital, Chennai",Escherichia coli,Amikacin,234,36,15.8
2023,"Apollo Hospital, Chennai",Escherichia coli,Colistin,234,3,1.6
2023,"Apollo Hospital, Chennai",Klebsiella pneumoniae,Imipenem,185,70,37.9
2023,"Apollo Hospital, Chennai",Klebsiella pneumoniae,Meropenem,185,95,51.4
2023,"Apollo Hospital, Chennai",Klebsiella pneumoniae,Ceftriaxone,185,114,62.1
2023,"Apollo Hospital, Chennai",Klebsiella pneumoniae,Ciprofloxacin,185,88,48.0
2023,"Apollo Hospital, Chennai",Klebsiella pneumoniae,Amikacin,185,87,47.1
2023,"Apollo Hospital, Chennai",Klebsiella pneumoniae,Colistin,185,9,5.1
2023,"Apollo Hospital, Chennai",Staphylococcus aureus,Penicillin,148,58,39.8
2023,"Apollo Hospital, Chennai",Staphylococcus aureus,Ciprofloxacin,148,51,35.1
2023,"Apollo Hospital, Chennai",Staphylococcus aureus,Erythromycin,148,52,35.8
2023,"Apollo Hospital, Chennai",Staphylococcus aureus,Clindamycin,148,57,38.9
2023,"Apollo Hospital, Chennai",Staphylococcus aureus,Vancomycin,148,57,39.0
2023,"Apollo Hospital, Chennai",Staphylococcus aureus,Linezolid,148,53,35.9
2023,"Apollo Hospital, Chennai",Acinetobacter baumannii,Imipenem,304,143,47.1
2023,"Apollo Hospital, Chennai",Acinetobacter baumannii,Meropenem,304,115,38.1
2023,"Apollo Hospital, Chennai",Acinetobacter baumannii,Ceftriaxone,304,226,74.5
2023,"Apollo Hospital, Chennai",Acinetobacter baumannii,Ciprofloxacin,304,127,41.9
2023,"Apollo Hospital, Chennai",Acinetobacter baumannii,Amikacin,304,124,40.9
2023,"Apollo Hospital, Chennai",Acinetobacter baumannii,Colistin,304,12,4.2
2023,"Apollo Hospital, Chennai",Pseudomonas aeruginosa,Imipenem,180,33,18.8
2023,"Apollo Hospital, Chennai",Pseudomonas aeruginosa,Meropenem,180,32,18.0
2023,"Apollo Hospital, Chennai",Pseudomonas aeruginosa,Ceftriaxone,180,59,33.1
2023,"Apollo Hospital, Chennai",Pseudomonas aeruginosa,Ciprofloxacin,180,27,15.1
2023,"Apollo Hospital, Chennai",Pseudomonas aeruginosa,Amikacin,180,32,18.2
2023,"Apollo Hospital, Chennai",Pseudomonas aeruginosa,Colistin,180,3,2.0
2023,"Tata Memorial Hospital, Mumbai",Escherichia coli,Imipenem,471,79,16.8
2023,"Tata Memorial Hospital, Mumbai",Escherichia coli,Meropenem,471,86,18.3
2023,"Tata Memorial Hospital, Mumbai",Escherichia coli,Ceftriaxone,471,117,24.9
2023,"Tata Memorial Hospital, Mumbai",Escherichia coli,Ciprofloxacin,471,90,19.2
2023,"Tata Memorial Hospital, Mumbai",Escherichia coli,Amikacin,471,83,17.8
2023,"Tata Memorial Hospital, Mumbai",Escherichia coli,Colistin,471,8,1.8
2023,"Tata Memorial Hospital, Mumbai",Klebsiella pneumoniae,Imipenem,296,132,44.9
2023,"Tata Memorial Hospital, Mumbai",Klebsiella pneumoniae,Meropenem,296,125,42.6
2023,"Tata Memorial Hospital, Mumbai",Klebsiella pneumoniae,Ceftriaxone,296,185,62.7
2023,"Tata Memorial Hospital, Mumbai",Klebsiella pneumoniae,Ciprofloxacin,296,134,45.5
2023,"Tata Memorial Hospital, Mumbai",Klebsiella pneumoniae,Amikacin,296,129,43.9
2023,"Tata Memorial Hospital, Mumbai",Klebsiella pneumoniae,Colistin,296,15,5.2
2023,"Tata Memorial Hospital, Mumbai",Staphylococcus aureus,Penicillin,484,138,28.5
2023,"Tata Memorial Hospital, Mumbai",Staphylococcus aureus,Ciprofloxacin,484,152,31.5
2023,"Tata Memorial Hospital, Mumbai",Staphylococcus aureus,Erythromycin,484,153,31.8
2023,"Tata Memorial Hospital, Mumbai",Staphylococcus aureus,Clindamycin,484,177,36.7
2023,"Tata Memorial Hospital, Mumbai",Staphylococcus aureus,Vancomycin,484,179,37.0
2023,"Tata Memorial Hospital, Mumbai",Staphylococcus aureus,Linezolid,484,169,35.1
2023,"Tata Memorial Hospital, Mumbai",Acinetobacter baumannii,Imipenem,722,279,38.7
2023,"Tata Memorial Hospital, Mumbai",Acinetobacter baumannii,Meropenem,722,299,41.5
2023,"Tata Memorial Hospital, Mumbai",Acinetobacter baumannii,Ceftriaxone,722,433,60.0
2023,"Tata Memorial Hospital, Mumbai",Acinetobacter baumannii,Ciprofloxacin,722,381,52.9
2023,"Tata Memorial Hospital, Mumbai",Acinetobacter baumannii,Amikacin,722,355,49.2
2023,"Tata Memorial Hospital, Mumbai",Acinetobacter baumannii,Colistin,722,36,5.1
2023,"Tata Memorial Hospital, Mumbai",Pseudomonas aeruginosa,Imipenem,203,33,16.7
2023,"Tata Memorial Hospital, Mumbai",Pseudomonas aeruginosa,Meropenem,203,33,16.7
2023,"Tata Memorial Hospital, Mumbai",Pseudomonas aeruginosa,Ceftriaxone,203,55,27.3
2023,"Tata Memorial Hospital, Mumbai",Pseudomonas aeruginosa,Ciprofloxacin,203,36,17.8
2023,"Tata Memorial Hospital, Mumbai",Pseudomonas aeruginosa,Amikacin,203,38,18.9
2023,"Tata Memorial Hospital, Mumbai",Pseudomonas aeruginosa,Colistin,203,3,1.6
2023,"Kaling Institute, Bhubaneswar",Escherichia coli,Imipenem,232,45,19.5
2023,"Kaling Institute, Bhubaneswar",Escherichia coli,Meropenem,232,37,16.3
2023,"Kaling Institute, Bhubaneswar",Escherichia coli,Ceftriaxone,232,64,27.6
2023,"Kaling Institute, Bhubaneswar",Escherichia coli,Ciprofloxacin,232,42,18.5
2023,"Kaling Institute, Bhubaneswar",Escherichia coli,Amikacin,232,48,21.0
2023,"Kaling Institute, Bhubaneswar",Escherichia coli,Colistin,232,3,1.6
2023,"Kaling Institute, Bhubaneswar",Klebsiella pneumoniae,Imipenem,288,137,47.7
2023,"Kaling Institute, Bhubaneswar",Klebsiella pneumoniae,Meropenem,288,125,43.6
2023,"Kaling Institute, Bhubaneswar",Klebsiella pneumoniae,Ceftriaxone,288,200,69.7
2023,"Kaling Institute, Bhubaneswar",Klebsiella pneumoniae,Ciprofloxacin,288,113,39.4
2023,"Kaling Institute, Bhubaneswar",Klebsiella pneumoniae,Amikacin,288,141,49.2
2023,"Kaling Institute, Bhubaneswar",Klebsiella pneumoniae,Colistin,288,12,4.4
2023,"Kaling Institute, Bhubaneswar",Staphylococcus aureus,Penicillin,616,194,31.5
2023,"Kaling Institute, Bhubaneswar",Staphylococcus aureus,Ciprofloxacin,616,203,33.1
2023,"Kaling Institute, Bhubaneswar",Staphylococcus aureus,Erythromycin,616,250,40.7
2023,"Kaling Institute, Bhubaneswar",Staphylococcus aureus,Clindamycin,616,182,29.7
2023,"Kaling Institute, Bhubaneswar",Staphylococcus aureus,Vancomycin,616,238,38.7
2023,"Kaling Institute, Bhubaneswar",Staphylococcus aureus,Linezolid,616,190,30.9
2023,"Kaling Institute, Bhubaneswar",Acinetobacter baumannii,Imipenem,398,141,35.6
2023,"Kaling Institute, Bhubaneswar",Acinetobacter baumannii,Meropenem,398,209,52.6
2023,"Kaling Institute, Bhubaneswar",Acinetobacter baumannii,Ceftriaxone,398,274,68.9
2023,"Kaling Institute, Bhubaneswar",Acinetobacter baumannii,Ciprofloxacin,398,177,44.6
2023,"Kaling Institute, Bhubaneswar",Acinetobacter baumannii,Amikacin,398,169,42.5
2023,"Kaling Institute, Bhubaneswar",Acinetobacter baumannii,Colistin,398,18,4.7
2023,"Kaling Institute, Bhubaneswar",Pseudomonas aeruginosa,Imipenem,644,127,19.7
2023,"Kaling Institute, Bhubaneswar",Pseudomonas aeruginosa,Meropenem,644,115,17.9
2023,"Kaling Institute, Bhubaneswar",Pseudomonas aeruginosa,Ceftriaxone,644,168,26.1
2023,"Kaling Institute, Bhubaneswar",Pseudomonas aeruginosa,Ciprofloxacin,644,131,20.4
2023,"Kaling Institute, Bhubaneswar",Pseudomonas aeruginosa,Amikacin,644,140,21.9
2023,"Kaling Institute, Bhubaneswar",Pseudomonas aeruginosa,Colistin,644,12,1.9
2023,"Amrita Institute, Kochi",Escherichia coli,Imipenem,669,107,16.1
2023,"Amrita Institute, Kochi",Escherichia coli,Meropenem,669,117,17.6
